product_name,product_id,listing_price,sale_price,discount,brand,description,rating,reviews,images
Nike Air Max 720,CT5229-001,0,15995,0,Nike,The Nike Air Max 720 updates a modern marvel with iridescent materials. Nike's tallest Air bag provides the most underfoot cushioning for ultimate comfort while iridescent details give your game a lift. Has Air Max gone too far? We hope so.,0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-adc9bd9f-e2ae-42ab-94d0-98f9a0ca1111/air-max-720-shoe-cRPWPH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-8ff5b5e2-fc80-4d18-9e98-1b814afd191e/air-max-720-shoe-cRPWPH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-1d05f97e-9b2d-4bf5-b361-f9bb8f6ff31e/air-max-720-shoe-cRPWPH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-b4bfc54b-2c15-43f0-9606-ca6514cd4fac/air-max-720-shoe-cRPWPH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-5ed50ef5-5a4e-4094-8955-54de27ed03f8/air-max-720-shoe-cRPWPH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-0b54e296-a0d0-447b-afaa-b7eb5d4abd8c/air-max-720-shoe-cRPWPH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-dcaca9ed-db83-48d2-b55d-20f970d525c6/air-max-720-shoe-cRPWPH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-a82cb997-8b23-42af-aac1-a1d10b6e6c8d/air-max-720-shoe-cRPWPH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-2db5a612-a9c2-4a72-9003-6e6045e66af5/air-max-720-shoe-cRPWPH.jpg""]"
Nike Mercurial Vapor 13 Academy MDS MG,CJ1292-401,7495,5247,0,Nike,Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS MG. A streamlined upper combines with a specialised soleplate for high-speed play and supercharged traction.,0.0,0,
Nike Zoom KD12,CK1195-101,0,12995,0,Nike,"Kevin Durant always looks relaxed—until he attacks. His game is reserved yet explosive, difficult to guard and impossible to stop. The KD12 was built for his dominance and endless energy all game long, with the latest innovation in Nike Zoom Air technology.",5.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/kusyfedqnkyqukvjvbl2/zoom-kd12-basketball-shoe-xdGvv6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/gnyrztvsunbamvvqnjdy/zoom-kd12-basketball-shoe-xdGvv6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i8ih09atqjorukiaduwp/zoom-kd12-basketball-shoe-xdGvv6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/wfjfa8cnbnlxm4ybzvvt/zoom-kd12-basketball-shoe-xdGvv6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/vbczyegjotq1dyltvvus/zoom-kd12-basketball-shoe-xdGvv6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/yxysvcyirhwcv1h0v0wx/zoom-kd12-basketball-shoe-xdGvv6.jpg""]"
Nike Daybreak SP,BV7725-500,7995,4797,0,Nike,"The Nike Daybreak SP marks the return of the 1979 original, featuring suede and nylon on the upper and old-school graphics on the tongue for a '70s runner-inspired look and feel.",5.0,3,"[""https://static.nike.com/a/images/t_PDP_1728_v1/oo8nfaxjvklmg4hzh8gh/daybreak-sp-shoe-30r2Zk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/avctwk4jytyysoelu8ig/daybreak-sp-shoe-30r2Zk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/xomez0sfjzw6yj9dpdvo/daybreak-sp-shoe-30r2Zk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ke6euigjkc1wfyz8cfsl/daybreak-sp-shoe-30r2Zk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/y1wzqx17yxoy556g6tdu/daybreak-sp-shoe-30r2Zk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/tsegm4guce9ko9roxd9o/daybreak-sp-shoe-30r2Zk.jpg""]"
Nike SB Zoom Stefan Janoski Mid RM,AT7324-001,7995,6397,0,Nike,"The Nike SB Zoom Stefan Janoski Mid RM pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible midsole for better boardfeel right out of the box.",5.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/ht7uz1zr6tmrhxkccfmi/sb-zoom-stefan-janoski-mid-rm-skate-shoe-xwk7Ss.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/r1ratbw5s3o12c66cpwb/sb-zoom-stefan-janoski-mid-rm-skate-shoe-xwk7Ss.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/vkrqatgspnhtrtu7wc5m/sb-zoom-stefan-janoski-mid-rm-skate-shoe-xwk7Ss.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/iik81adu2rwuebouags3/sb-zoom-stefan-janoski-mid-rm-skate-shoe-xwk7Ss.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/jgnu46xorryulve7tiwo/sb-zoom-stefan-janoski-mid-rm-skate-shoe-xwk7Ss.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/oeo75xe6cku2cgwmm5si/sb-zoom-stefan-janoski-mid-rm-skate-shoe-xwk7Ss.jpg""]"
Nike Flex 2020 RN,CJ0217-001,0,6995,0,Nike,"The Nike Flex 2020 RN features a mesh upper for an adaptive fit that helps lock you in for your route. Ideal for short runs, it keeps your foot cushioned and comfortable.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/c9b1adf8-9614-4859-8a3d-220958261043/flex-2020-rn-running-shoe-4RvQL6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/74e7ebde-ced8-469d-9b81-e097ae243013/flex-2020-rn-running-shoe-4RvQL6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/692ab534-a738-49b9-ba81-231b4b6ca7d4/flex-2020-rn-running-shoe-4RvQL6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/c80a3f1a-fb0a-4b7e-9502-a06366274002/flex-2020-rn-running-shoe-4RvQL6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/61383aef-abea-462f-a653-10cf44e82391/flex-2020-rn-running-shoe-4RvQL6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/7e398b31-833b-4f04-875f-61e2b05d9ef5/flex-2020-rn-running-shoe-4RvQL6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/4d2cc869-9fb2-47e5-97c9-cfc7c33729b8/flex-2020-rn-running-shoe-4RvQL6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/efe5a5b8-91f7-4f1f-a700-11a5d6083e19/flex-2020-rn-running-shoe-4RvQL6.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/c52f9033-0b38-4c68-8a67-7b61f8c3ed0f/flex-2020-rn-running-shoe-4RvQL6.jpg""]"
Nike Renew Run Special Edition,CT3509-001,0,7995,0,Nike,"The Nike Renew Run Special Edition keeps you moving with softer foam for a cushioned feel. Designed with the everyday runner in mind, this shoe delivers secure support and durable traction for comfort on the go. Regrind material in the outsole mixes with a speckled print for a premium design.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-33510754-bdaa-404b-ab57-cf9f44b0e134/renew-run-special-edition-running-shoe-zg9tmD.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-510ba7e3-b230-4de2-b414-454b9ac4df88/renew-run-special-edition-running-shoe-zg9tmD.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-3f33f442-c09c-482a-b486-7ad0d1326209/renew-run-special-edition-running-shoe-zg9tmD.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-1fc94d28-26dc-4442-a98e-6c6e4199f5ff/renew-run-special-edition-running-shoe-zg9tmD.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-378f6ece-0e45-4fc7-bc60-822488f58a49/renew-run-special-edition-running-shoe-zg9tmD.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-68ef5b2b-cf54-439c-950f-495cd385f32f/renew-run-special-edition-running-shoe-zg9tmD.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-20e7b723-4dbe-407c-b80b-eed3f22f7b05/renew-run-special-edition-running-shoe-zg9tmD.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-9afef052-c5d7-4bd8-9729-cd5939b1b983/renew-run-special-edition-running-shoe-zg9tmD.jpg""]"
Nike Air Force 1 Type,CQ2344-100,0,11995,0,Nike,"The Nike Air Force 1 Type brings a handmade aesthetic to a classic look. Using transparent materials to show off a closure system and adjustable technology, it offers a unique look, custom fit and versatile styling options.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/2e5ee889-50ab-4e37-938e-2b83673e152c/air-force-1-type-shoe-8Mhkt2.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/08ffff76-3600-4def-94ea-8efe088ea748/air-force-1-type-shoe-8Mhkt2.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/491f2579-806b-4b41-88d2-062aaeca37d2/air-force-1-type-shoe-8Mhkt2.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/a0337614-ca30-4181-b48e-75e511a71434/air-force-1-type-shoe-8Mhkt2.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/66de4e96-fc12-4e84-bf45-04d45467bdb2/air-force-1-type-shoe-8Mhkt2.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/36352e36-43d6-4b80-a37f-26a29c2cc258/air-force-1-type-shoe-8Mhkt2.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/59256cc1-73c9-48bb-8dad-f9973ac8ddc6/air-force-1-type-shoe-8Mhkt2.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/6afe8aa3-855d-4233-becd-045d929a3e92/air-force-1-type-shoe-8Mhkt2.jpg""]"
Nike EXP-X14 SE,AO3095-100,0,11995,0,Nike,"Drawing inspiration from Nike running shoes such as the Nike Zoom Vaporfly Elite, the Nike EXP-X14 SE Men's Shoe races off the track and onto the street with a fast design and shape. Nike React technology delivers lightweight durability and a smooth feel, while the layered upper showcases Flywire cables and a bold ""Just Do It"" tagline.",5.0,2,"[""https://c.static-nike.com/a/images/t_PDP_1728_v1/wwugnmnq4esesva0unea/exp-x14-se-shoe-rbxflq.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/mqk0z4eq8wg0k7hxnynm/exp-x14-se-shoe-rbxflq.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/tijkaxaui4dnwbfkianf/exp-x14-se-shoe-rbxflq.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/k5vysqxrnbnbeio3edft/exp-x14-se-shoe-rbxflq.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/gpdxpq9zrfvfy37ulyj4/exp-x14-se-shoe-rbxflq.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/ygpyw6pfyzqhonclpayd/exp-x14-se-shoe-rbxflq.jpg""]"
Nike Epic React Flyknit 2,BQ8927-102,12995,10397,0,Nike,"The Nike Epic React Flyknit 2 takes a step up from its predecessor with smooth, lightweight performance and a bold look. An updated Flyknit upper contours to your foot with a minimal, supportive design. Underfoot, durable Nike React technology defies the odds by being both soft and responsive, for comfort that lasts as long as you can run.",4.2,45,"[""https://static.nike.com/a/images/t_PDP_1728_v1/dimhlicth64p8gvhe2z5/epic-react-flyknit-2-running-shoe-Jhl3Kb.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/jfkjxkkfkvfkn5p8kqmx/epic-react-flyknit-2-running-shoe-Jhl3Kb.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/rrudkhhxszkjhu0twxbz/epic-react-flyknit-2-running-shoe-Jhl3Kb.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/p7cyypmfdsf4wxouejo8/epic-react-flyknit-2-running-shoe-Jhl3Kb.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/j8nznsux1z5atx6f3bcu/epic-react-flyknit-2-running-shoe-Jhl3Kb.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/pveglaredpj5hge1iglo/epic-react-flyknit-2-running-shoe-Jhl3Kb.jpg""]"
Nike Joyride Dual Run,CD4363-103,0,10995,0,Nike,The Nike Joyride Dual Run is designed to help make running feel easier and give your legs a day off. Tiny foam beads underfoot contour to your foot for cushioning that stands up to your mileage.,4.8,5,"[""https://static.nike.com/a/images/t_PDP_1728_v1/8301e22c-db8f-49df-a004-b560dba2c547/joyride-dual-run-running-shoe-C3x99d.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/c10843f7-99f8-4f91-b69c-72f5a0a336f3/joyride-dual-run-running-shoe-C3x99d.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/319e78ba-8706-48d2-a39a-283873d6b549/joyride-dual-run-running-shoe-C3x99d.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/f38af16a-d578-4285-8a7f-281b4f7664a1/joyride-dual-run-running-shoe-C3x99d.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/e532c887-b997-4371-bc68-d83db1236a62/joyride-dual-run-running-shoe-C3x99d.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/de686bd8-e3eb-4c3a-964c-f1749a42aaf6/joyride-dual-run-running-shoe-C3x99d.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/4e77467c-03cd-47a8-a9f3-4980bb7036a4/joyride-dual-run-running-shoe-C3x99d.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/df53ce9f-b211-47e4-b50d-41ab8ff55416/joyride-dual-run-running-shoe-C3x99d.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/2e4b06be-2e20-4786-947f-78d4355cff5b/joyride-dual-run-running-shoe-C3x99d.jpg""]"
Nike Mercurial Vapor 13 Academy MDS TF,CJ1306-401,7495,5247,0,Nike,"Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS TF. The soft upper wraps your foot for a second-skin fit, while the rubber sole helps supercharge traction on turf.",0.0,0,
Nike Metcon 4 XD Patch,BQ7978-001,0,11995,0,Nike,"Designed to withstand the demands of cross-training, the Nike Metcon 4 XD Patch delivers abrasion resistance with a 3D-printed upper for long-lasting wear. It comes with a set of 6 patches so you can customise your look with what motivates you most.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/jrrbeipcrnhyzptq99xw/metcon-4-xd-patch-training-shoe-jVSmDk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/km4h79mkf2bnd0z1vxgt/metcon-4-xd-patch-training-shoe-jVSmDk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/id7rohhblunsjr6d2bri/metcon-4-xd-patch-training-shoe-jVSmDk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/sqie5x9e0rypnkc3njfc/metcon-4-xd-patch-training-shoe-jVSmDk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ow7pdwwcm5s0djotk31d/metcon-4-xd-patch-training-shoe-jVSmDk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/bkewdief41l2ydijepcg/metcon-4-xd-patch-training-shoe-jVSmDk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/dxhmyk9mxsobukxruwnb/metcon-4-xd-patch-training-shoe-jVSmDk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/hk9vfubrvpoidxquov8g/metcon-4-xd-patch-training-shoe-jVSmDk.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/xn4sszeqnpeo8peq6udv/metcon-4-xd-patch-training-shoe-jVSmDk.jpg""]"
Nike Air Max 97,CT4526-100,0,15995,0,Nike,"Remastered from the OG that shook up the running world, the Nike Air Max 97 elevates the classic design. Memorial Day Parade White and fresh Sky Blue tint the sole. Flex your summertime vibes and float the streets in style.",5.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/fe0113f3-3dda-434b-a12f-0b0955a6436c/air-max-97-shoe-cMFpwH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/e595163a-37c8-4971-9b43-4e46325d414c/air-max-97-shoe-cMFpwH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/3ffbbb29-fbea-406c-be85-2b4f37d1bf5e/air-max-97-shoe-cMFpwH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/cae81e18-cb8e-448e-b80d-0d27c4fd9245/air-max-97-shoe-cMFpwH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/8519bf03-42bb-4e1c-9574-057986c89b88/air-max-97-shoe-cMFpwH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/bf6a1e56-3a10-4972-b768-33c5a065a8cc/air-max-97-shoe-cMFpwH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/9d47cb4c-dceb-4ebf-9b07-bf6f342758ee/air-max-97-shoe-cMFpwH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/3c99b996-2e05-4c5c-86c9-6a61e7f33b0b/air-max-97-shoe-cMFpwH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/c7adb067-44f1-48ba-b95b-21d80b8e5097/air-max-97-shoe-cMFpwH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/af23f45d-44eb-49a9-9666-1338ebdcbf8f/air-max-97-shoe-cMFpwH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/fc21f33b-6170-422f-a112-30146fa17bc4/air-max-97-shoe-cMFpwH.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/db7cffd3-df43-4a3f-8f40-e5e3d670dbf5/air-max-97-shoe-cMFpwH.jpg""]"
Nike Benassi,343880-090,0,2495,0,Nike,The Nike Benassi Slide features a lined upper with a bold logo for plush comfort and an athletic look. A foam midsole and outsole provide lightweight impact protection.,4.1,33,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-260fc473-f96f-4db3-9ef4-de039c6c49d4/benassi-slide-1qTb7loE.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/zlamnctzlaynfyrsqhtd/benassi-slide-1qTb7loE.jpg"",""https://c.static-nike.com/a/images/t_PDP_1728_v1/vhfjrud0yxgqkpquf42p/benassi-slide-1qTb7loE.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-554e7f51-ab9a-4f3a-ac1e-6e27ed41bfed/benassi-slide-1qTb7loE.jpg""]"
Nike Mercurial Superfly 7 Elite MDS FG,BQ5469-703,0,24995,0,Nike,Dream of speed and play fast in the Nike Mercurial Superfly 7 Elite MDS FG. A streamlined upper combines with a Nike Aerowtrac zone for high-speed play and supercharged traction.,5.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/i1-e43bc0a3-290d-4620-983e-4d3d0a4688aa/mercurial-superfly-7-elite-mds-fg-football-boot-F9QXKQ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-436b914b-fbff-42a0-8346-99e6f7152545/mercurial-superfly-7-elite-mds-fg-football-boot-F9QXKQ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-9d80eff4-13de-4193-ad59-7186d03db11a/mercurial-superfly-7-elite-mds-fg-football-boot-F9QXKQ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-480edce9-431e-478a-b4fc-888d17cfe797/mercurial-superfly-7-elite-mds-fg-football-boot-F9QXKQ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-6597e2a9-4c4e-47bb-b25f-c0bbdbb2ec1b/mercurial-superfly-7-elite-mds-fg-football-boot-F9QXKQ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-cb50e780-409e-4e55-bce8-5288ba735e83/mercurial-superfly-7-elite-mds-fg-football-boot-F9QXKQ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-982331ef-6896-4a1c-94fe-fd5e74fe43fd/mercurial-superfly-7-elite-mds-fg-football-boot-F9QXKQ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-ebf9005d-07bf-4c72-a0ff-14d5277a3511/mercurial-superfly-7-elite-mds-fg-football-boot-F9QXKQ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-62d49aed-d6b6-4883-a512-6ee281bf64f0/mercurial-superfly-7-elite-mds-fg-football-boot-F9QXKQ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/i1-92f8b107-74cb-45e1-9bf1-a1246ede7c6e/mercurial-superfly-7-elite-mds-fg-football-boot-F9QXKQ.jpg""]"
